id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,individualCount,sex,lifeStage,occurrenceStatus,eventID,eventDate,eventTime,habitat,samplingProtocol,waterBody,country,locality,minimumDepthInMeters,maximumDepthInMeters,decimalLatitude,decimalLongitude,identificationQualifier,typeStatus,identifiedBy,dateIdentified,identificationReferences,scientificNameID,ScientificName,aphiaid,lsid,status,scientificName,kingdom,phylum,class,order,family,genus,species,marine,brackish
IO/IT/GAS/00043,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/GAS/00043,IO/IT/GAS/00043,1,Hermaphrodite,Adult,present,,07-05-2019,16:40:00,Benthic,Hand picking,Arabian Sea,India,Eastern jetty (Agatti Island),0.0,0.0,10.86,72.2,,,"Sudhanshu Dixit, CMLRE",06-06-2019,"Gosliner TM, Behrens DW, Valdes A. 2008. Indo Pacific Nudibranchs and Sea Slugs. Sea Challengers, pp425",urn:lsid:marinespecies.org:taxname:494494,Thuridilla gracilis,494494.0,urn:lsid:marinespecies.org:taxname:494494,accepted,Thuridilla gracilis,Animalia,Mollusca,Gastropoda,,Plakobranchidae,Thuridilla,,1.0,
IO/IT/GAS/00044,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/GAS/00044,IO/IT/GAS/00044,1,Hermaphrodite,Adult,present,,08-05-2019,15:30:00,Benthic,Hand picking,Arabian Sea,India,CMLRE hatchery (Agatti Island),0.0,0.0,10.84,72.18,,,"Sudhanshu Dixit, CMLRE",06-06-2019,"Gosliner TM, Behrens DW, Valdes A. 2008. Indo Pacific Nudibranchs and Sea Slugs. Sea Challengers, pp425",urn:lsid:marinespecies.org:taxname:863427,Berthellina delicata,863427.0,urn:lsid:marinespecies.org:taxname:863427,accepted,Berthellina delicata,Animalia,Mollusca,Gastropoda,Pleurobranchida,Pleurobranchidae,Berthellina,,1.0,
IO/IT/POL/00696,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00696,IO/IT/POL/00696,1,,Adult,present,,03-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:209659,Lepidonotus cristatus,209659.0,urn:lsid:marinespecies.org:taxname:209659,accepted,Lepidonotus cristatus,Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidonotus,,1.0,0.0
IO/IT/POL/00697,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00697,IO/IT/POL/00697,1,,Adult,present,,03-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:209637,Iphione muricata,,,,,,,,,,,,,
IO/IT/POL/00698,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00698,IO/IT/POL/00698,1,,Adult,present,,03-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:333675,Iphione ovata,333675.0,urn:lsid:marinespecies.org:taxname:333675,accepted,Iphione ovata,Animalia,Annelida,Polychaeta,Phyllodocida,Iphionidae,Iphione,,1.0,0.0
IO/IT/POL/00699,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00699,IO/IT/POL/00699,1,,Adult,present,,03-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:209857,Protodorvillea egena,,,,,,,,,,,,,
IO/IT/POL/00700,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00700,IO/IT/POL/00700,1,,Adult,present,,03-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:209813,Glycera lancadivae,209813.0,urn:lsid:marinespecies.org:taxname:209813,accepted,Glycera lancadivae,Animalia,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,,1.0,0.0
IO/IT/POL/00701,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00701,IO/IT/POL/00701,1,,Adult,present,,04-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:333497,Glycera benguellana,333497.0,urn:lsid:marinespecies.org:taxname:333497,unaccepted,Glycera oxycephala,Animalia,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,,1.0,0.0
IO/IT/POL/00702,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00702,IO/IT/POL/00702,1,,Adult,present,,04-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:157393,Glycera papillosa,,,,,,,,,,,,,
IO/IT/POL/00703,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00703,IO/IT/POL/00703,1,,Adult,present,,04-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:130128,Glycera tesselata,130128.0,urn:lsid:marinespecies.org:taxname:130128,accepted,Glycera tesselata,Animalia,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,,1.0,0.0
IO/IT/POL/00704,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00704,IO/IT/POL/00704,1,,Adult,present,,04-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:130195,Podarkeopsis capensis,,,,,,,,,,,,,
IO/IT/POL/00705,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00705,IO/IT/POL/00705,1,,Adult,present,,04-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:209841,Onuphis holobranchiata,209841.0,urn:lsid:marinespecies.org:taxname:209841,accepted,Onuphis holobranchiata,Animalia,Annelida,Polychaeta,Eunicida,Onuphidae,Onuphis,,1.0,0.0
IO/IT/POL/00706,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00706,IO/IT/POL/00706,1,,Adult,present,,04-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:129377,Namanereis,,,,,,,,,,,,,
IO/IT/POL/00707,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00707,IO/IT/POL/00707,1,,Adult,present,,04-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:129381,Platynereis,,,,,,,,,,,,,
IO/IT/POL/00708,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00708,IO/IT/POL/00708,1,,Adult,present,,05-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:129186,Eurythoe,,,,,,,,,,,,,
IO/IT/POL/00709,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00709,IO/IT/POL/00709,1,,Adult,present,,05-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:129539,Novafabricia,,,,,,,,,,,,,
IO/IT/POL/00710,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00710,IO/IT/POL/00710,1,,Adult,present,,05-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:130890,Chone filicaudata,130890.0,urn:lsid:marinespecies.org:taxname:130890,accepted,Chone filicaudata,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,,1.0,0.0
IO/IT/POL/00711,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00711,IO/IT/POL/00711,1,,Adult,present,,05-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:332681,Chone letterstedti,332681.0,urn:lsid:marinespecies.org:taxname:332681,accepted,Chone letterstedti,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,,1.0,0.0
IO/IT/POL/00712,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00712,IO/IT/POL/00712,1,,Adult,present,,05-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:130678,Phyllodoce malmgreni,130678.0,urn:lsid:marinespecies.org:taxname:130678,accepted,Phyllodoce malmgreni,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,,1.0,0.0
IO/IT/POL/00713,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00713,IO/IT/POL/00713,1,,Adult,present,,06-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:129319,Podarkeopsis,,,,,,,,,,,,,
IO/IT/POL/00714,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00714,IO/IT/POL/00714,1,,Adult,present,,06-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:129894,Notomastus aberans,129894.0,urn:lsid:marinespecies.org:taxname:129894,accepted,Notomastus aberans,Animalia,Annelida,Polychaeta,,Capitellidae,Notomastus,,1.0,0.0
IO/IT/POL/00715,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00715,IO/IT/POL/00715,1,,Adult,present,,06-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:129218,Mediomastus,,,,,,,,,,,,,
IO/IT/POL/00716,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00716,IO/IT/POL/00716,1,,Adult,present,,06-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:130585,Paradoneis lyra,,,,,,,,,,,,,
IO/IT/POL/00717,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00717,IO/IT/POL/00717,1,,Adult,present,,06-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:129347,Euclymene,,,,,,,,,,,,,
IO/IT/POL/00718,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00718,IO/IT/POL/00718,1,,Adult,present,,07-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:130248,Lumbrineris latreilli,130248.0,urn:lsid:marinespecies.org:taxname:130248,accepted,Lumbrineris latreilli,Animalia,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,,1.0,0.0
IO/IT/POL/00719,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00719,IO/IT/POL/00719,1,,Adult,present,,07-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:333902,Lumbrineris meteorana,333902.0,urn:lsid:marinespecies.org:taxname:333902,accepted,Lumbrineris meteorana,Animalia,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,,1.0,0.0
IO/IT/POL/00720,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00720,IO/IT/POL/00720,1,,Adult,present,,07-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:335124,Pisione brevicirra,335124.0,urn:lsid:marinespecies.org:taxname:335124,accepted,Pisione brevicirra,Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Pisione,,1.0,0.0
IO/IT/POL/00721,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00721,IO/IT/POL/00721,1,,Adult,present,,07-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:129989,Ctenodrilus serratus,129989.0,urn:lsid:marinespecies.org:taxname:129989,accepted,Ctenodrilus serratus,Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Ctenodrilus,,1.0,0.0
IO/IT/POL/00722,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00722,IO/IT/POL/00722,1,,Adult,present,,07-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:129710,Polycirrus,,,,,,,,,,,,,
IO/IT/POL/00723,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00723,IO/IT/POL/00723,1,,Adult,present,,07-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:129944,Caulleriella bioculata,,,,,,,,,,,,,
IO/IT/POL/00724,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00724,IO/IT/POL/00724,1,,Adult,present,,07-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:130711,Poecilochaetus serpens,130711.0,urn:lsid:marinespecies.org:taxname:130711,accepted,Poecilochaetus serpens,Animalia,Annelida,Polychaeta,Spionida,Poecilochaetidae,Poecilochaetus,,1.0,0.0
IO/IT/POL/00725,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00725,IO/IT/POL/00725,1,,Adult,present,,07-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:129927,Chrysopetalum debile,129927.0,urn:lsid:marinespecies.org:taxname:129927,accepted,Chrysopetalum debile,Animalia,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Chrysopetalum,,1.0,0.0
IO/IT/POL/00726,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00726,IO/IT/POL/00726,1,,Adult,present,,07-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:129415,Polyophthalmus,,,,,,,,,,,,,
IO/IT/POL/00727,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00727,IO/IT/POL/00727,1,,Adult,present,,07-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:129416,Tachytrypane,129416.0,urn:lsid:marinespecies.org:taxname:129416,accepted,Tachytrypane,Animalia,Annelida,Polychaeta,,Opheliidae,Tachytrypane,,1.0,0.0
IO/IT/POL/00728,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00728,IO/IT/POL/00728,1,,Adult,present,,08-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:129550,Saccocirrus,,,,,,,,,,,,,
IO/IT/POL/00729,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00729,IO/IT/POL/00729,1,,Adult,present,,08-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:129472,Polygordius,,,,,,,,,,,,,
IO/IT/POL/00730,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00730,IO/IT/POL/00730,1,,Adult,present,,08-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:334062,Naineris setosa,334062.0,urn:lsid:marinespecies.org:taxname:334062,accepted,Naineris setosa,Animalia,Annelida,Polychaeta,,Orbiniidae,Naineris,,1.0,0.0
IO/IT/POL/00731,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00731,IO/IT/POL/00731,1,,Adult,present,,08-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:129605,Aonides,129605.0,urn:lsid:marinespecies.org:taxname:129605,accepted,Aonides,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Aonides,,1.0,0.0
IO/IT/POL/00732,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00732,IO/IT/POL/00732,1,,Adult,present,,08-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:129623,Scolelepis,,,,,,,,,,,,,
IO/IT/POL/00733,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00733,IO/IT/POL/00733,1,,Adult,present,,09-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:742232,Lysidice unicornis,742232.0,urn:lsid:marinespecies.org:taxname:742232,accepted,Lysidice unicornis,Animalia,Annelida,Polychaeta,Eunicida,Eunicidae,Lysidice,,1.0,
IO/IT/POL/00734,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00734,IO/IT/POL/00734,1,,Adult,present,,09-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:867787,Prionospio cerastae,,,,,,,,,,,,,
IO/IT/POL/00735,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00735,IO/IT/POL/00735,1,,Adult,present,,09-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:131128,Laonice cirrata,131128.0,urn:lsid:marinespecies.org:taxname:131128,accepted,Laonice cirrata,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Laonice,,1.0,0.0
IO/IT/POL/00736,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00736,IO/IT/POL/00736,1,,Adult,present,,09-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:209885,Armandia intermedia,209885.0,urn:lsid:marinespecies.org:taxname:209885,accepted,Armandia intermedia,Animalia,Annelida,Polychaeta,,Opheliidae,Armandia,,1.0,0.0
IO/IT/POL/00737,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/IT/POL/00737,IO/IT/POL/00737,1,,Adult,present,,10-11-2018,09:00:00,Benthic,Hand held Corer,Laccadive Sea,India,Agatti Island,2.0,2.0,10.84,72.18,,,"Aiswarya Gopal, CMLRE",12-12-2019,Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.,urn:lsid:marinespecies.org:taxname:129233,Spiochaetopterus,,,,,,,,,,,,,
